,Dates,FX,PPI,Pair,3m,6m,12m,months,fitted,FX_eff,ret,ret_eff
192,1999-01-29,0.1279819801371967,1.0727834142037933,SEKUSD,-0.03225,-0.06825,-7.183908045977012e-08,0.0,0.13737355837110138,0.1279819801371967,0.02455974198832811,0.02455974198832811
193,1999-02-26,0.12245747664123632,1.0672070744288873,SEKUSD,-0.03555,-0.07575,-6.25e-08,0.0,0.13729287317980218,0.12245747664123632,-0.01936052705697966,-0.01936052705697966
194,1999-03-31,0.12099652739966364,1.0661084178052005,SEKUSD,-0.0411,-0.08475,-5.698005698005698e-08,0.0,0.13727697649426426,0.12099652739966364,-0.06330538313550382,-0.06330538313550382
195,1999-04-30,0.11857473172466947,1.0614622778910574,SEKUSD,-0.04235,-0.089,-5.4200542005420054e-08,0.0,0.1372097505534307,0.11857473172466947,-0.0684176202051342,-0.0684176202051342
196,1999-05-31,0.11633317822242903,1.0613193839000292,SEKUSD,-0.0417,-0.0895,-5.361930294906167e-08,0.0,0.13720768299129013,0.11633317822242903,-0.0702768729641694,-0.0702768729641694
197,1999-06-30,0.11833619312466719,1.0603948896631825,SEKUSD,-0.04855,-0.102,-5.571030640668524e-08,0.0,0.13719430629665422,0.11833619312466719,-0.06103780841370321,-0.06103780841370321
198,1999-07-30,0.12186947778928767,1.0595806218365869,SEKUSD,-0.04475,-0.089,-6.269592476489028e-08,0.0,0.13718252449030638,0.12186947778928767,-0.022813966242154704,-0.022813966242154704
199,1999-08-31,0.12120771365889726,1.0527905638665134,SEKUSD,-0.04885,-0.09435,-6.163328197226503e-08,0.0,0.13708427776425258,0.12120771365889726,-0.04773159763887358,-0.04773159763887358
200,1999-09-30,0.12260912211868562,1.0470672389127325,SEKUSD,-0.0565,-0.089,-6.988120195667365e-08,0.0,0.137001465814586,0.12260912211868562,-0.04704512015693996,-0.04704512015693996
201,1999-10-29,0.12199585214102722,1.0441784238278464,SEKUSD,-0.0496,-0.09165,-6.655574043261231e-08,0.0,0.13695966696316,0.12199585214102722,-0.0062583872148346265,-0.0062583872148346265
202,1999-11-30,0.11753919932297421,1.0457134719453147,SEKUSD,-0.0536,-0.09675,-5.988023952095808e-08,0.0,0.13698187788573843,0.11753919932297421,-0.04766214532546609,-0.04766214532546609
203,1999-12-31,0.1174149915461206,1.050760699559221,SEKUSD,-0.0525,-0.099,-5.571030640668524e-08,0.0,0.13705490724585584,0.1174149915461206,-0.08256622205523212,-0.08256622205523212
204,2000-01-31,0.11291779584462512,1.039438218186977,SEKUSD,-0.0477,-0.0965,-5.46448087431694e-08,0.0,0.13689107996624633,0.11291779584462512,-0.07790198735320675,-0.07790198735320675
205,2000-02-29,0.11429877700308606,1.025122807017544,SEKUSD,-0.0425,-0.0835,-6.62251655629139e-08,0.0,0.13668394737832004,0.11429877700308606,-0.05535489770259472,-0.05535489770259472
206,2000-03-31,0.11570458305853495,1.019826864004468,SEKUSD,-0.048,-0.095,-5.5096418732782364e-08,0.0,0.13660731930464298,0.11570458305853495,-0.024205398775845377,-0.024205398775845377
207,2000-04-28,0.11226242464384746,1.0198712566470753,SEKUSD,-0.052,-0.105,-5.076142131979696e-08,0.0,0.13660796163079342,0.11226242464384746,-0.03499219776148721,-0.03499219776148721
208,2000-05-31,0.11192317593204025,1.0182629304335704,SEKUSD,-0.0655,-0.1255,-4.282655246252677e-08,0.0,0.13658469043257981,0.11192317593204025,-0.05419320178629394,-0.05419320178629394
209,2000-06-30,0.11329005653173821,1.0141020323517211,SEKUSD,-0.0587,-0.10775,-5.502063273727648e-08,0.0,0.13652448555424343,0.11329005653173821,-0.0703984411288221,-0.0703984411288221
210,2000-07-31,0.10916792209777079,1.0230044345898004,SEKUSD,-0.0579,-0.10875,-5.4024851431658576e-08,0.0,0.13665329621797564,0.10916792209777079,-0.09933189231676176,-0.09933189231676176
211,2000-08-31,0.10602879742137965,1.0326615705350937,SEKUSD,-0.0623,-0.1168,-4.9419322955275517e-08,0.0,0.13679302727680653,0.10602879742137965,-0.13522912823122746,-0.13522912823122746
212,2000-09-29,0.10358937173046046,1.024659043945447,SEKUSD,-0.06495,-0.11375,-5.319148936170213e-08,0.0,0.1366772370963609,0.10358937173046046,-0.15087791992541577,-0.15087791992541577
213,2000-10-31,0.10008507231146474,1.025171939477304,SEKUSD,-0.0721,-0.1285,-4.587155963302752e-08,0.0,0.13668465828584625,0.10008507231146474,-0.1484962217885203,-0.1484962217885203
