,ret,ret_hedged,pair
0,-0.06304619225967545,-0.06304619225967545,SEKUSD
1,-0.08870339454646625,-0.08870339454646625,SEKUSD
2,0.19339933993399328,0.19339933993399328,SEKUSD
3,0.1174158136774961,0.09523809523809534,SEKUSD
4,0.12899050905953424,0.18679896462467638,SEKUSD
5,-0.01614744739846674,0.0,SEKUSD
6,0.024732135664222943,0.0,SEKUSD
7,0.09345877340907083,0.03811311515547211,SEKUSD
8,-0.003960396039603853,-0.0005709624796085278,SEKUSD
9,-0.17774647887323936,0.02748910492792489,SEKUSD
10,-0.12567129546569056,-0.286423385601684,SEKUSD
11,0.06067748669944106,0.06067748669944106,SEKUSD
12,0.12251794887199963,0.12251794887199963,SEKUSD
13,0.020507325093215067,0.02925543727699398,SEKUSD
14,-0.08364605840061656,-0.14657013254488704,SEKUSD
15,0.004282734532170096,0.004282734532170096,SEKUSD
16,-0.08256622205523212,-0.08256622205523212,SEKUSD
17,-0.05945325941502588,-0.05945325941502588,SEKUSD
18,-0.09666062398626074,-0.09666062398626074,SEKUSD
19,0.22576896079536946,0.22576896079536946,SEKUSD
20,0.19409670060646533,0.19409670060646533,SEKUSD
21,0.10907615799516224,0.10907615799516224,SEKUSD
22,-0.11960547199758154,0.020202315091888412,SEKUSD
23,0.1081404687157772,-0.06575843118002422,SEKUSD
24,0.07396760633036603,0.1546237541135902,SEKUSD
25,-0.18696312558234507,-0.18938823439314834,SEKUSD
26,0.16439274392883596,0.16439274392883596,SEKUSD
27,0.1007688410763774,0.1007688410763774,SEKUSD
28,-0.06385759089325138,0.019367895144587033,SEKUSD
29,0.04563906999630962,-0.04381151072611,SEKUSD
30,-0.011851506679092738,0.02028319348469898,SEKUSD
31,-0.16091968745997198,-0.030694475592434767,SEKUSD
32,-0.018397858124437283,-0.20763635502061317,SEKUSD
33,-0.05789525702551024,-0.05789525702551024,SEKUSD
34,0.06832207055833228,0.06832207055833228,SEKUSD
