,ret,ret_hedged,pair
0,-0.04519142218129191,-0.04519142218129191,GBPUSD
1,-0.17356551527262354,-0.17356551527262354,GBPUSD
2,0.27819548872180455,0.27819548872180455,GBPUSD
3,0.04992917847025491,0.04992917847025491,GBPUSD
4,0.24570673712021152,0.24570673712021152,GBPUSD
5,0.02368435927872925,0.0,GBPUSD
6,-0.07962328767123283,-0.014527160703182496,GBPUSD
7,0.1501787842669846,-0.03751290581622113,GBPUSD
8,-0.04895780376207426,-0.033373063170441086,GBPUSD
9,-0.154965034965035,0.1883477188655982,GBPUSD
10,-0.0057869591548347366,-0.2334630350194552,GBPUSD
11,0.03842325303603422,0.03842325303603422,GBPUSD
12,-0.018930041152263377,-0.018930041152263377,GBPUSD
13,0.13232476712690744,0.13232476712690744,GBPUSD
14,0.026709935097353865,0.026709935097353865,GBPUSD
15,0.017156862745097978,0.02481617647058809,GBPUSD
16,-0.01623198978661322,-0.032466367713004485,GBPUSD
17,-0.0762281895804976,-0.0762281895804976,GBPUSD
18,-0.0068278028130546176,-0.0068278028130546176,GBPUSD
19,0.14119648426424702,0.14119648426424702,GBPUSD
20,0.08473546741177174,0.08473546741177174,GBPUSD
21,0.051760061410242475,0.024509266366926408,GBPUSD
22,-0.08492219448722726,0.011774150388011773,GBPUSD
23,0.10088236947114027,-0.0341708542713568,GBPUSD
24,0.009921139659119671,0.08428720083246621,GBPUSD
25,-0.2656501610305958,0.00631376906758252,GBPUSD
26,0.11210453920220087,-0.18837524469206446,GBPUSD
27,-0.023395471037157556,-0.023395471037157556,GBPUSD
28,-0.02941176470588236,-0.02941176470588236,GBPUSD
29,0.03140862944162426,0.03140862944162426,GBPUSD
30,0.0441445418427191,0.0441445418427191,GBPUSD
31,-0.05243627957904973,-0.05243627957904973,GBPUSD
32,-0.021513944223107595,-0.021513944223107595,GBPUSD
33,-0.13367031732659362,-0.13367031732659362,GBPUSD
34,0.07425073535257165,0.07425073535257165,GBPUSD
